ALIAS CODE,OBJECT_TABLE_NAME,OBJECT_CODE,NAMING_SYSTEM_CODE,ALIAS,REMARKS
2168,Coordinate Reference System,61906405,7301,National Geodetic System [Argentina] (deg),see http://www.igm.gov.ar/posgar.html
2169,Coordinate Reference System,4366,7301,National Geodetic System [Argentina] (geocentric),see http://www.igm.gov.ar/posgar.html
2170,Coordinate Reference System,61786405,7301,42/83 (deg),
2171,Coordinate Reference System,66136405,7301,P2 Exc (deg),Oil industry extension in the Mahakam delta region. Also known as P2 Exc-T9 and Samboja.
2172,Coordinate Reference System,66136405,7301,P2 Exc-T9 (deg),Oil industry extension in the Mahakam delta region. Also known as P2 Exc and Samboja.
2173,Coordinate Reference System,66136405,7301,Samboja (deg),Oil industry extension in the Mahakam delta region. Also known as P2 Exc and P2 Exc-T9.
2174,Coordinate Reference System,4820,7301,Samboja (Jakarta),
2175,Coordinate Reference System,68206405,7301,Samboja (Jakarta) (deg),
2176,Coordinate Reference System,63006405,7301,1975 Mapping Adjustment (deg),
2177,Coordinate Reference System,63266405,7311,DGN-95 (deg),Datum Geodesi Nasional 1995 (DGN-95) is a synonym for WGS 84 in Indonesia.
2179,Area,2832,7302,BC,
2180,Coordinate_Operation,19984,7302,BC Albers,
2186,Coordinate_Operation,19929,7301,2.5 gon V 0:-15,
2187,Coordinate_Operation,19929,7301,Swedish National Projection,
2188,Coordinate Reference System,3019,7301,RT90 7.5 gon V 0:-15,
2190,Coordinate Reference System,3020,7301,RT90 5 gon V 0:-15,
2191,Coordinate Reference System,3021,7301,RT90 2.5 gon V 0:-15,
2192,Coordinate Reference System,3022,7301,RT90 0 gon 0:-15,
2193,Coordinate Reference System,3023,7301,RT90 2.5 gon O 0:-15,
2194,Coordinate Reference System,3024,7301,RT90 5 gon O 0:-15,
2195,Datum,6659,7302,ISN93,
2197,Coordinate_Operation,19986,1029,LAEA,
2199,Datum,6300,7302,TM75,
2200,Datum,6300,7301,1975 Mapping Adjustment,
2201,Coordinate_Operation,1953,7307,(IE_Ireland65 to ETRS89 - see alias remarks),IE_Ireland65 to ETRS89 applies to the Republic of Ireland. Also referred to in EuroGeographics as NI_Ireland65 to ETRS89 for Northern Ireland.
2202,Unit of Measure,9095,7302,ftBr(36),
2203,Unit of Measure,9095,7306,ftBr(36),
2204,Unit of Measure,9095,7301,foot,
2205,Datum,5153,7302,NGG1977,
2206,Datum,5154,7301,Martinique 1987,
2208,Coordinate Reference System,5758,7301,IGN89 height,
2209,Datum,5156,7301,Reunion 1989,
2210,Datum,5156,7302,IGN89,
2211,Datum,5155,7301,IGN 1988,
2212,Datum,5154,7302,IGN87,
2214,Datum,6661,7302,LKS92,
2215,Datum,6615,7301,Madeira SE Base,
2216,Datum,6665,7301,Graciosa,The same name is also used for the 1948 adjustment (see datum code 6183).
2217,Datum,6665,7302,Azores Central 1995,
2218,Datum,6665,7301,Base SW,The same name is also used for the 1948 adjustment (see datum code 6183).
2219,Datum,6183,7301,Base SW,The same name is also used for the 1995 adjustment (see datum code 6665).
2220,Datum,6664,7301,Sao Bras,The same name is also used for the 1940 adjustment (see datum code 6184).
2221,Datum,6664,7302,Azores Oriental 1995,
2222,Datum,6615,7301,Base SE,The same name is also used for the 1995 adjustment (see datum code 6663).
2223,Datum,6663,7301,Base SE,The same name is also used for the 1936 adjustment (see datum code 6615).
2224,Datum,6663,7301,Madeira SE Base 1995,
2225,Coordinate Reference System,4183,7301,Base SW,The same name is also used for the 1995 adjustment (see CRS code 4665).
2226,Coordinate Reference System,4665,7301,Base SW,The same name is also used for the 1948 adjustment (see CRS code 4183).
2227,Coordinate Reference System,4665,7301,Graciosa,The same name is also used for the 1948 adjustment (see CRS code 4183).
2228,Coordinate Reference System,2189,7301,Base SW / UTM zone 26N,The same name is also used for the 1995 adjustment (see CRS code 3063).
2229,Coordinate Reference System,4664,7301,Sao Braz,The same name is also used for the 1940 adjustment (see CRS code 4184).
2230,Coordinate Reference System,3062,7301,Sao Braz / UTM zone 26N,The same name is also used for the 1940 adjustment (see CRS code 2190).
2231,Coordinate Reference System,3063,7301,Base SW / UTM zone 26N,The same name is also used for the 1948 adjustment (see CRS code 2189).
2232,Coordinate Reference System,3063,7301,Graciosa / UTM zone 26N,The same name is also used for the 1948 adjustment (see CRS code 2189).
2233,Coordinate Reference System,4615,7301,Porto Santo 1936,
2234,Coordinate Reference System,4663,7301,Base SE,The same name is also used for the 1936 adjustment (see CRS code 4615).
2235,Coordinate Reference System,2942,7301,Base SE / UTM zone 28N,The same name is also used for the 1995 adjustment (see CRS code 3061).
2236,Coordinate Reference System,3061,7301,Base SE / UTM zone 28N,The same name is also used for the 1948 adjustment (see CRS code 2942).
2237,Datum,6615,7301,Porto Santo,
2238,Coordinate_Operation,1886,7301,Base SW to WGS 84 (1),
2239,Coordinate_Operation,1888,7301,Base SE to WGS 84 (1)
2240,Coordinate_Operation,1966,7301,Base SE to WGS 84 (2)
2241,Coordinate_Operation,1967,7301,Base SE to WGS 84 (3)
2242,Coordinate_Operation,1980,7301,Graciosa to WGS 84 (10)
2243,Coordinate_Operation,1981,7301,Base SW to WGS 84 (11)
2244,Coordinate_Operation,1972,7301,Base SW to WGS 84 (2)
2245,Coordinate_Operation,1973,7301,Base SW to WGS 84 (3)
2246,Coordinate_Operation,1974,7301,Base SW to WGS 84 (4)
2247,Coordinate_Operation,1975,7301,Base SW to WGS 84 (5)
2248,Coordinate_Operation,1976,7301,Base SW to WGS 84 (6)
2249,Coordinate_Operation,1977,7301,Base SW to WGS 84 (7)
2250,Coordinate_Operation,1978,7301,Base SW to WGS 84 (8)
2251,Coordinate_Operation,1979,7301,Base SW to WGS 84 (9)
2252,Coordinate_Operation,1980,7301,Base SW to WGS 84 (10)
2253,Coordinate_Operation,1981,7301,Graciosa to WGS 84 (11)
2254,Coordinate_Operation,1972,7301,Graciosa to WGS 84 (2)
2255,Coordinate_Operation,1973,7301,Graciosa to WGS 84 (3)
2256,Coordinate_Operation,1974,7301,Graciosa to WGS 84 (4)
2257,Coordinate_Operation,1975,7301,Graciosa to WGS 84 (5)
2258,Coordinate_Operation,1976,7301,Graciosa to WGS 84 (6)
2259,Coordinate_Operation,1977,7301,Graciosa to WGS 84 (7)
2260,Coordinate_Operation,1978,7301,Graciosa to WGS 84 (8)
2261,Coordinate_Operation,1979,7301,Graciosa to WGS 84 (9)
2262,Coordinate_Operation,1992,7302,D73 to ETRS89 (3)
2263,Coordinate_Operation,1968,7301,Sao Braz to WGS 84 (2)
2264,Coordinate_Operation,1969,7301,Sao Braz to WGS 84 (3)
2265,Coordinate_Operation,1970,7301,Sao Braz to WGS 84 (4)
2266,Coordinate_Operation,1971,7301,Sao Braz to WGS 84 (5)
2267,Coordinate_Operation,1982,7301,Observatario Flores to WGS 84 (2)
2268,Coordinate_Operation,1984,7301,Lisbon 1937 to WGS 84 (3)
2269,Coordinate_Operation,1756,7301,Lisbon 1937 (Lisbon) to Lisbon 1937 (1)
2270,Coordinate_Operation,8637,7301,Lisbon 1937 (Lisbon) to WGS 84 (1)
2271,Coordinate_Operation,1655,7301,Lisbon 1937 to ETRS89 (1)
2272,Coordinate_Operation,1790,7301,Lisbon 1937 to ETRS89 (2)
2273,Coordinate_Operation,1988,7301,Lisbon 1937 to WGS 84 (4)
2274,Coordinate_Operation,17336,7301,0 gon 0:-15
2275,Coordinate_Operation,17337,7301,2.5 gon O 0:-15
2276,Coordinate_Operation,17338,7301,5 gon O 0:-15
2277,Coordinate_Operation,17335,7301,5 gon V 0:-15
2278,Coordinate_Operation,17334,7301,7.5 gon V 0:-15
2279,Coordinate Reference System,3028,7301,RT38 0 gon 0:-15
2280,Coordinate Reference System,3029,7301,RT38 2.5 gon O 0:-15
2281,Coordinate Reference System,3027,7301,RT38 2.5 gon V 0:-15
2282,Coordinate Reference System,3030,7301,RT38 5 gon O 0:-15
2283,Coordinate Reference System,3026,7301,RT38 5 gon V 0:-15
2284,Coordinate Reference System,3025,7301,RT38 2.5 gon V 0:-15
2285,Datum,6667,7301,IKBD-92
2286,Unit of Measure,9122,7302,deg
2287,Unit of Measure,9122,7306,dega,
2288,Coordinate Reference System,66656405,7301,Base SW (deg),The same name is also used for the 1948 adjustment (see CRS code 61836405).
2289,Coordinate Reference System,61836405,7301,Base SW (deg),The same name is also used for the 1995 adjustment (see CRS code 66656405).
2290,Coordinate Reference System,66656405,7301,Graciosa (deg),The same name is also used for the 1948 adjustment (see CRS code 61836405).
2291,Coordinate Reference System,66646405,7301,Sao Braz (deg),The same name is also used for the 1940 adjustment (see CRS code 61846405).
2292,Coordinate Reference System,4615,7301,Base SE,The same name is also used for the 1995 adjustment (see CRS code 4663).
2293,Coordinate Reference System,66156405,7301,Base SE (deg),The same name is also used for the 1936 adjustment (see CRS code 66636405).
2294,Coordinate Reference System,66636405,7301,Base SE (deg),The same name is also used for the 1936 adjustment (see CRS code 66156405).
2295,Coordinate Reference System,66156405,7301,Porto Santo 1936 (deg),
2296,Coordinate_Operation,1792,7302,D73 to ETRS89 (2),
2297,Coordinate_Operation,1657,7302,D73 to ETRS89 (1),
2298,Coordinate_Operation,1983,7302,D73 to WGS 84 (3),
2299,Coordinate_Operation,1987,7302,D73 to WGS 84 (4),
2300,Coordinate_Operation,1986,7302,B DLx to WGS 84 (1),
2301,Coordinate_Operation,1990,7302,B DLx to WGS 84 (2),
2302,Coordinate_Operation,1655,7302,DLx to ETRS89 (1),
2303,Coordinate_Operation,1790,7302,DLx to ETRS89 (2),
2304,Coordinate_Operation,1984,7302,DLx to WGS 84 (3),
2305,Coordinate_Operation,1988,7302,DLx to WGS 84 (4),
2306,Coordinate Reference System,25884,7301,LKS92 / TM Baltic93,Alias used in Latvia.
2307,Coordinate Reference System,25884,7301,LKS94 / TM Baltic93,Alias used in Lithuania.
2308,Coordinate Reference System,25884,7301,EST97 / TM Baltic93,Alias used in Estonia.
2309,Coordinate Reference System,3300,7317,EST92,This same alias is used for both geographical and projected CRSs.
2310,Coordinate Reference System,3301,7317,EST97,This same alias is used for both geographical and projected CRSs.
2311,Coordinate Reference System,3059,7301,LKS92,This alias is used for both geographical and projected CRSs.
2312,Coordinate_Operation,1997,7302,DLx to ETRS89 (2),
2313,Coordinate_Operation,1997,7301,Lisbon 1937 to ETRS89 (2),
2314,Datum,6668,7302,ED79,
2315,Datum,6131,7301,Indian (DMA Reduced),
2316,Coordinate Reference System,4131,7301,Indian (DMA Reduced),
2317,Coordinate Reference System,61316405,7301,Indian (DMA Reduced) (deg),
2318,Coordinate Reference System,3176,7301,Indian (DMA Reduced) / TM 106 NE,
2319,Coordinate Reference System,3148,7301,Indian (DMA Reduced) / UTM zone 48N,
2320,Coordinate Reference System,3149,7301,Indian (DMA Reduced) / UTM zone 49N,
2321,Coordinate Reference System,4930,7302,AAD98,
2322,Coordinate Reference System,4936,7301,ETRF89,
2323,Coordinate Reference System,4936,7301,EUREF89,
2324,Coordinate Reference System,4960,7301,National Geodetic System [Argentina],See information source.
2326,Coordinate Reference System,4950,7301,LKS94 (ETRS89),
2327,Coordinate Reference System,4931,7302,AAD98,
2328,Coordinate Reference System,4937,7301,ETRF89,
2329,Coordinate Reference System,4937,7301,EUREF89,
2330,Coordinate Reference System,4951,7301,LKS94 (ETRS89),
2331,Coordinate Reference System,4961,7301,National Geodetic System [Argentina],See information source.
2333,Datum,6265,7301,Rome 1940,
2334,Datum,6806,7301,Rome 1940 (Rome),
2335,Datum,6670,7302,IGM95,
2336,Coordinate Reference System,4265,7301,Rome 1940,
2337,Coordinate Reference System,4806,7301,Rome 1940 (Rome)
2338,Coordinate Reference System,3004,7301,Rome 1940 / Italy zone 2
2339,Coordinate Reference System,3003,7301,Rome 1940 / Italy zone 1
2340,Coordinate_Operation,1094,7301,Rome 1940 to WGS 84 (11)
2341,Coordinate_Operation,1093,7301,Rome 1940 to WGS 84 (10)
2342,Coordinate_Operation,1092,7301,Rome 1940 to WGS 84 (9)
2343,Coordinate_Operation,1091,7301,Rome 1940 to WGS 84 (8)
2344,Coordinate_Operation,1090,7302,Rome 1940 to WGS 84 (7)
2345,Coordinate_Operation,1089,7301,Rome 1940 to WGS 84 (6)
2346,Coordinate_Operation,1088,7301,Rome 1940 to WGS 84 (5)
2347,Coordinate_Operation,1664,7301,Rome 1940 to WGS 84 (3)
2348,Coordinate_Operation,1663,7301,Rome 1940 to ETRS89 (3)
2349,Coordinate_Operation,1661,7301,Rome 1940 to ETRS89 (2)
2350,Coordinate_Operation,1660,7301,Rome 1940 to WGS 84 (4)
2351,Coordinate_Operation,1169,7301,Rome 1940 to WGS 84 (1)
2352,Coordinate_Operation,1662,7301,Rome 1940 to WGS 84 (2)
2353,Coordinate_Operation,1659,7301,Rome 1940 to ETRS89 (1),
2354,Coordinate_Operation,19995,7302,Jordan TM,
2355,Coordinate Reference System,3066,7301,ED50 / Jordan Transverse Mercator,
2356,Datum,6673,7302,CI1979,
2357,Coordinate_Operation,16065,7301,UTM zone 35N,
2358,Datum,5172,7302,NG-L,
2359,Coordinate_Operation,1642,7302,LUREF to ETRS89 (1),
2360,Coordinate_Operation,1643,7302,LUREF to WGS 84 (1),
2361,Coordinate_Operation,1079,7302,LUREF to WGS 84 (2),
2362,Coordinate_Operation,1078,7302,LUREF to ETRS89 (2),
2363,Datum,5174,7302,NN1954,
2364,Datum,5173,7301,TNVCN99,
2365,Coordinate_Operation,10021,7302,ETRS89 to ODN (1),
2366,Coordinate_Operation,10022,7301,ETRS89 to Belfast Lough height (1),
2367,Datum,6173,7301,ETRS89,"In Northern Ireland usually called ETRS89, in Republic usually referred to as IRENET95."
2368,Coordinate Reference System,2157,7301,ETRS89 / ITM,"In Northern Ireland usually called ETRS89, in Republic usually referred to as IRENET95."
2370,Coordinate Reference System,4173,7301,ETRS89,"In Northern Ireland usually called ETRS89, in Republic usually referred to as IRENET95."
2371,Coordinate_Operation Method,9636,7301,Molodenski-Badekas transformation,This name is ambiguous as it makes no distinction of the domain of the source and target CRSs to which it is applied. See also methods 1034 and 1039.
2372,Coordinate_Operation Method,9607,7301,Bursa-Wolf,This names is ambiguous as it is also applied to the Position Vector 7-param. Transformation method (code 9606).
2373,Coordinate_Operation Method,9606,7301,Bursa-Wolf,This names is ambiguous as it is also applied to the Coordinate Frame rotation method (code 9607).
2374,Coordinate_Operation,1071,7301,Old Israeli to New Israeli (1),
2375,Coordinate_Operation,1072,7301,Old Israel to New Israel (1),
2376,Datum,6141,7301,New Israeli Datum,
2377,Datum,6281,7301,Old Israeli Datum,Alias used within Israel.
2378,Datum,6281,7302,OID,"Abbreviation of ""Old Israeli Datum""; used within Israel."
2379,Datum,6141,7302,NID,"Abbreviation of ""New Israeli Datum""; used within Israel."
2380,Datum,6674,7302,SIRGAS 2000,
2381,Coordinate Reference System,4269,7301,NAD83 (1986),
2382,Coordinate Reference System,4170,7301,SIRGAS,
2383,Coordinate Reference System,4974,7301,SIRGAS,
2384,Coordinate Reference System,32000,7317,SIRGAS / UTM zone 25S,
2385,Coordinate Reference System,31999,7317,SIRGAS / UTM zone 24S,
2386,Coordinate Reference System,31998,7317,SIRGAS / UTM zone 23S
2387,Coordinate Reference System,31997,7317,SIRGAS / UTM zone 22S
2388,Coordinate Reference System,31996,7317,SIRGAS / UTM zone 21S
2389,Coordinate Reference System,31995,7317,SIRGAS / UTM zone 20S
2390,Coordinate Reference System,31994,7317,SIRGAS / UTM zone 19S
2391,Coordinate Reference System,31993,7317,SIRGAS / UTM zone 18S
2392,Coordinate Reference System,31992,7317,SIRGAS / UTM zone 17S
2393,Coordinate Reference System,31991,7317,SIRGAS / UTM zone 22N
2394,Coordinate Reference System,31990,7317,SIRGAS / UTM zone 21N
2395,Coordinate Reference System,31989,7317,SIRGAS / UTM zone 20N
2396,Coordinate Reference System,31988,7317,SIRGAS / UTM zone 19N
2397,Coordinate Reference System,31987,7317,SIRGAS / UTM zone 18N
2398,Coordinate Reference System,31986,7317,SIRGAS / UTM zone 17N
2399,Coordinate Reference System,4975,7301,SIRGAS
2401,Coordinate Reference System,3069,7302,NAD27 / WTM 27
2402,Coordinate Reference System,5723,7301,Japanese Standard Levelling Datum height
2403,Coordinate_Operation,15545,7301,SIRGAS 1995 geog3D to geog2D
2406,Coordinate_Operation,15544,7301,SIRGAS 1995 geocentric to geog3D
2407,Coordinate_Operation,15508,7301,ETRF89 geocentric to geog3D
2408,Coordinate_Operation,15508,7301,EUREF89 geocentric to geog3D
2409,Coordinate_Operation,15509,7301,ETRF89 geocentric to geog3D
2410,Coordinate_Operation,15509,7301,EUREF89 geocentric to geog3D
2411,Coordinate_Operation,15500,7302,AAD98 geocentric to geog3D
2412,Coordinate_Operation,15501,7302,AAD98 geog3D to geog2D
2413,Datum,6678,7302,Lao 1997
2414,Datum,5182,7302,DHHN85
2415,Datum,5183,7302,SNN76
2417,Coordinate_Operation,5412,7302,CD to PWD (1)
2418,Coordinate_Operation,5413,7302,CD height to WD depth
2419,Coordinate_Operation,5414,7302,WD to PWD
2420,Datum,5172,7302,NG95
2421,Datum,5176,7302,GHA
2422,Datum,5177,7302,NVN99,
2423,Datum,5178,7301,RNGAP,
2424,Datum,5180,7301,REDNAP,
2425,Datum,5181,7302,DHHN92,
2426,Datum,5185,7301,EOMA 1980,
2427,Datum,5186,7302,PWD,
2428,Datum,5187,7302,WD,
2429,Datum,5188,7302,CD,
2431,Coordinate Reference System,5787,7301,Baltic 1980 height,
2432,Coordinate Reference System,5782,7301,REDNAP height,
2435,Coordinate Reference System,3072,7301,Maine Coordinate System of 2000 East Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS2000 East zone projection.
2436,Coordinate Reference System,3073,7301,Maine Coordinate System of 2000 Central Zone,This alias also used for NAD83(HARN) / Maine CS2000 Central.
2437,Coordinate Reference System,3074,7301,Maine Coordinate System of 2000 West Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS2000 West zone projection.
2438,Coordinate Reference System,2802,7301,Maine Coordinate System of 1983 East Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS83 East zone projection.
2439,Coordinate Reference System,2803,7301,Maine Coordinate System of 1983 West Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS83 West zone projection.
2440,Coordinate Reference System,26783,7301,Maine Coordinate System of 1927 East Zone,
2441,Coordinate Reference System,26784,7301,Maine Coordinate System of 1927 West Zone,
2442,Coordinate Reference System,26984,7301,Maine Coordinate System of 1983 West Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS83 West zone projection.
2443,Coordinate Reference System,26983,7301,Maine Coordinate System of 1983 East Zone,This alias is ambiguous as also used for other realisations of NAD83 datum with Maine CS83 East zone projection.
2444,Coordinate_Operation,12150,7301,Michigan GeoRef,
2445,Coordinate Reference System,3078,7301,Michigan GeoRef,This alias is ambiguous as also used for NAD83(HARN) / Michigan Oblique Mercator.
2446,Coordinate_Operation,14251,7302,TSMS,
2447,Coordinate_Operation,14254,7302,TCMS/AEA,
2448,Coordinate_Operation,14253,7302,TCMS/LC,
2449,Coordinate Reference System,3081,7302,NAD83 / TSMS,
2450,Coordinate Reference System,3083,7302,NAD83 / TX Albers,
2451,Coordinate Reference System,3083,7301,Texas Centric Mapping System / Albers Equal Area,This alias is ambiguous as also used for NAD83(HARN) / Texas Centric Albers Equal Area.
2452,Coordinate Reference System,3082,7301,Texas Centric Mapping System / Lambert Conformal,This alias is ambiguous as also used for NAD83(HARN) / Texas Centric Lambert Conformal.
